# kon = 1.000000
#              p = 0.900000
#              R = 1.000000
#              tmax  = 2000
#              L  = 200
#              M  = 10
#              columns: time,dx2,dx2_err
#              
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.169999999999999984e-01,3.030016501605230228e-02
2.000000000000000000e+00,3.440000000000000280e-01,3.213098193333032565e-02
3.000000000000000000e+00,4.420000000000000040e-01,3.890501253052105340e-02
4.000000000000000000e+00,5.119999999999998996e-01,4.751420840127719425e-02
5.000000000000000000e+00,5.919999999999999707e-01,7.480374322184685232e-02
6.000000000000000000e+00,7.139999999999999680e-01,8.132896163114342047e-02
7.000000000000000000e+00,8.259999999999999565e-01,7.547449900463069905e-02
8.000000000000000000e+00,9.099999999999999201e-01,8.103085831953157903e-02
9.000000000000000000e+00,9.530000000000000693e-01,9.619823283200164277e-02
1.000000000000000000e+01,1.079000000000000181e+00,9.317134752701605738e-02
1.100000000000000000e+01,1.155000000000000027e+00,1.043192216228629732e-01
1.200000000000000000e+01,1.217000000000000082e+00,9.792905595378725847e-02
1.300000000000000000e+01,1.274999999999999911e+00,1.097018687169913354e-01
1.400000000000000000e+01,1.342999999999999972e+00,1.085177404851390831e-01
1.500000000000000000e+01,1.350000000000000089e+00,9.782637681116479467e-02
1.600000000000000000e+01,1.433999999999999941e+00,1.075286008464724635e-01
1.700000000000000000e+01,1.489999999999999769e+00,1.071447618878309943e-01
1.800000000000000000e+01,1.572999999999999954e+00,1.320988266412688739e-01
1.900000000000000000e+01,1.621999999999999886e+00,1.337893867240596557e-01
2.000000000000000000e+01,1.697999999999999954e+00,1.387285118495834024e-01
2.100000000000000000e+01,1.713999999999999746e+00,1.449772395929788682e-01
2.200000000000000000e+01,1.750999999999999890e+00,1.516209088483511103e-01
2.300000000000000000e+01,1.858000000000000096e+00,1.706680989523232383e-01
2.400000000000000000e+01,1.896000000000000130e+00,1.770717368751998089e-01
2.500000000000000000e+01,1.930000000000000160e+00,1.484520124484676462e-01
2.600000000000000000e+01,2.013999999999999790e+00,1.430468454737817696e-01
2.700000000000000000e+01,2.044999999999999929e+00,1.122786711713315427e-01
2.800000000000000000e+01,2.042000000000000259e+00,1.068905982769298435e-01
2.900000000000000000e+01,2.047000000000000153e+00,1.120718519522185680e-01
3.000000000000000000e+01,2.171999999999999709e+00,1.190865231669814145e-01
3.100000000000000000e+01,2.185999999999999943e+00,1.320545341894779345e-01
3.200000000000000000e+01,2.213999999999999968e+00,1.427108965706543331e-01
3.300000000000000000e+01,2.219999999999999751e+00,1.484183277092151754e-01
3.400000000000000000e+01,2.268000000000000238e+00,1.654859510653396704e-01
