# kon = 10.000000
#              p = 0.100000
#              R = 1.000000
#              tmax  = 2000
#              L  = 200
#              M  = 10
#              columns: time,dx2,dx2_err
#              
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.040000000000000147e-01,1.372588794941879096e-02
2.000000000000000000e+00,3.050000000000000488e-01,2.210203610530033988e-02
3.000000000000000000e+00,4.339999999999999969e-01,3.308171700501653240e-02
4.000000000000000000e+00,5.559999999999999387e-01,4.848092408360220318e-02
5.000000000000000000e+00,6.149999999999999911e-01,5.648451115128818451e-02
6.000000000000000000e+00,7.089999999999999636e-01,4.622661570999978681e-02
7.000000000000000000e+00,7.870000000000000329e-01,4.270948372434394541e-02
8.000000000000000000e+00,8.799999999999998934e-01,6.486909896090740923e-02
9.000000000000000000e+00,9.809999999999998721e-01,7.255963064955610331e-02
1.000000000000000000e+01,1.037000000000000144e+00,7.564456358523062585e-02
1.100000000000000000e+01,1.098999999999999755e+00,8.184680812346928347e-02
1.200000000000000000e+01,1.180999999999999828e+00,9.761608474016972292e-02
1.300000000000000000e+01,1.229000000000000092e+00,8.845846482954584922e-02
1.400000000000000000e+01,1.266999999999999904e+00,7.888028904612354175e-02
1.500000000000000000e+01,1.311999999999999833e+00,9.461289552698405603e-02
1.600000000000000000e+01,1.398000000000000131e+00,9.226917144962340500e-02
1.700000000000000000e+01,1.449000000000000288e+00,7.689538347651307670e-02
1.800000000000000000e+01,1.524999999999999911e+00,7.415187118340303696e-02
1.900000000000000000e+01,1.575999999999999845e+00,8.194144250621902825e-02
2.000000000000000000e+01,1.661000000000000032e+00,8.484633168263669423e-02
2.100000000000000000e+01,1.762999999999999901e+00,8.494763092635367052e-02
2.200000000000000000e+01,1.826999999999999957e+00,9.760174178773654841e-02
2.300000000000000000e+01,1.805999999999999828e+00,8.643147574813238310e-02
2.400000000000000000e+01,1.817000000000000171e+00,9.059856511005014157e-02
