# kon = 1000.000000
#              p = 0.500000
#              R = 1.000000
#              tmax  = 10000
#              teq = 0 
#              L  = 200
#              M  = 100
#              run time 1729.112400 seconds
#              columns: time,dx2,dx2_err
#              
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.164000000000000645e-01,5.994197193953497947e-03
2.000000000000000000e+00,3.899999999999999023e-01,9.113725912051558881e-03
3.000000000000000000e+00,5.562000000000000277e-01,1.189267001139777437e-02
4.000000000000000000e+00,7.069999999999998508e-01,1.400178560041539719e-02
5.000000000000000000e+00,8.467999999999997751e-01,1.740969844655559234e-02
6.000000000000000000e+00,9.526000000000002244e-01,1.930990419448009449e-02
7.000000000000000000e+00,1.073699999999999655e+00,2.119040112881300994e-02
8.000000000000000000e+00,1.194600000000000106e+00,2.217224390989780067e-02
9.000000000000000000e+00,1.291800000000000059e+00,2.424350634706126315e-02
1.000000000000000000e+01,1.362399999999999833e+00,2.347982964163070410e-02
1.100000000000000000e+01,1.466899999999999427e+00,2.559441149938790350e-02
1.200000000000000000e+01,1.562500000000000666e+00,2.656063817004403887e-02
1.300000000000000000e+01,1.632699999999999818e+00,2.861148545601923179e-02
1.400000000000000000e+01,1.697100000000000719e+00,3.252269822754563777e-02
1.500000000000000000e+01,1.779100000000000348e+00,3.576872796172657354e-02
1.600000000000000000e+01,1.870800000000000018e+00,3.617974018701627242e-02
1.700000000000000000e+01,1.977300000000000280e+00,3.936898652492847039e-02
1.800000000000000000e+01,2.044899999999999718e+00,4.141436827962005629e-02
1.900000000000000000e+01,2.096499999999999808e+00,4.024111703220973474e-02
2.000000000000000000e+01,2.163000000000000256e+00,4.168824774441833025e-02
2.100000000000000000e+01,2.199299999999998256e+00,4.317458859097560164e-02
2.200000000000000000e+01,2.275399999999999867e+00,4.334291637626615235e-02
2.300000000000000000e+01,2.325499999999999901e+00,4.452445956999365878e-02
2.400000000000000000e+01,2.391199999999999992e+00,4.225808325042677838e-02
2.500000000000000000e+01,2.436700000000000088e+00,4.533079637509140197e-02
2.600000000000000000e+01,2.504400000000000404e+00,4.781889166427846088e-02
2.700000000000000000e+01,2.561299999999998800e+00,5.213936228992449573e-02
2.800000000000000000e+01,2.623599999999999710e+00,4.774903559235516015e-02
2.900000000000000000e+01,2.676300000000000345e+00,4.861906107690686790e-02
3.000000000000000000e+01,2.731299999999998729e+00,5.347909030639919070e-02
3.100000000000000000e+01,2.765099999999998559e+00,5.592307126759044067e-02
3.200000000000000000e+01,2.785500000000000309e+00,5.629855681986885296e-02
3.300000000000000000e+01,2.801000000000000156e+00,5.556824632827637306e-02
3.400000000000000000e+01,2.859499999999999265e+00,5.865379356870279587e-02
3.500000000000000000e+01,2.894199999999999662e+00,5.840670851879945641e-02
3.600000000000000000e+01,2.935400000000001342e+00,5.811134484762851132e-02
3.700000000000000000e+01,2.956600000000002115e+00,5.872686267799429732e-02
3.800000000000000000e+01,3.031299999999999439e+00,5.722650697010957938e-02
3.900000000000000000e+01,3.098899999999999988e+00,5.866462221816483996e-02
4.000000000000000000e+01,3.137500000000000178e+00,5.932240301943271510e-02
4.100000000000000000e+01,3.154199999999999005e+00,6.201438220284068159e-02
4.200000000000000000e+01,3.190900000000001402e+00,6.452845806309027987e-02
4.300000000000000000e+01,3.237899999999998446e+00,6.703913707678522960e-02
4.400000000000000000e+01,3.314000000000000501e+00,6.846371301645855223e-02
4.500000000000000000e+01,3.359499999999998376e+00,6.953393056630699509e-02
4.600000000000000000e+01,3.369599999999999707e+00,6.760841959401209245e-02
4.700000000000000000e+01,3.411699999999999733e+00,6.641175423070828920e-02
4.800000000000000000e+01,3.490799999999999237e+00,6.648333324977018233e-02
4.900000000000000000e+01,3.525800000000001155e+00,7.019090824316209787e-02
5.000000000000000000e+01,3.583699999999998997e+00,7.122817630685206181e-02
5.100000000000000000e+01,3.614600000000001589e+00,6.936546979585736517e-02
5.200000000000000000e+01,3.661200000000000010e+00,6.922749164891069118e-02
5.300000000000000000e+01,3.699399999999999356e+00,7.195134745089908079e-02
5.400000000000000000e+01,3.726699999999999680e+00,7.233478485486771747e-02
5.500000000000000000e+01,3.792599999999997529e+00,7.345374326744689986e-02
5.600000000000000000e+01,3.819099999999998385e+00,7.420621200411728347e-02
5.700000000000000000e+01,3.839900000000000091e+00,7.745340470244030384e-02
5.800000000000000000e+01,3.854899999999999327e+00,7.680956906531896666e-02
5.900000000000000000e+01,3.886799999999999589e+00,7.959558781741610245e-02
6.000000000000000000e+01,3.901400000000001089e+00,8.022543486949759717e-02
6.100000000000000000e+01,3.952099999999997948e+00,8.066204745727695302e-02
6.200000000000000000e+01,3.969199999999999395e+00,8.026963062080202937e-02
6.300000000000000000e+01,4.005499999999999616e+00,8.009636383756754685e-02
6.400000000000000000e+01,4.015599999999998282e+00,8.313113977325223281e-02
6.500000000000000000e+01,4.037300000000000111e+00,8.394663245181428757e-02
6.600000000000000000e+01,4.049299999999999677e+00,8.681581134793361909e-02
6.700000000000000000e+01,4.091100000000000847e+00,9.313236762801642421e-02
6.800000000000000000e+01,4.109500000000000597e+00,9.449384900616544791e-02
6.900000000000000000e+01,4.141999999999999460e+00,9.429835629532469510e-02
7.000000000000000000e+01,4.165700000000000180e+00,9.168754059303804715e-02
7.100000000000000000e+01,4.190199999999999925e+00,9.371893938793803003e-02
7.200000000000000000e+01,4.245599999999996932e+00,9.113455107696530333e-02
