# kon = 1.000000
#              p = 0.500000
#              R = 1.000000
#              tmax  = 10000
#              teq = 0 
#              L  = 200
#              M  = 100
#              run time 1326.415610 seconds
#              columns: time,dx2,dx2_err
#              
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.100000000000001033e-01,6.842514157822400175e-03
2.000000000000000000e+00,3.960000000000000187e-01,1.087382177525455032e-02
3.000000000000000000e+00,5.603000000000002423e-01,1.343387881440055200e-02
4.000000000000000000e+00,6.812999999999997947e-01,1.606714349223284030e-02
5.000000000000000000e+00,8.096000000000003194e-01,1.832753120308351982e-02
6.000000000000000000e+00,9.497000000000000997e-01,2.003319994409281241e-02
7.000000000000000000e+00,1.033299999999999885e+00,2.266541638708629777e-02
8.000000000000000000e+00,1.134000000000000119e+00,2.467630442347476180e-02
9.000000000000000000e+00,1.231799999999999784e+00,2.344413786002804215e-02
1.000000000000000000e+01,1.320599999999999774e+00,2.616899692384100362e-02
1.100000000000000000e+01,1.425099999999999589e+00,2.817427727555758127e-02
1.200000000000000000e+01,1.506199999999999761e+00,2.947499957591178527e-02
1.300000000000000000e+01,1.561400000000000343e+00,3.142006365365926368e-02
1.400000000000000000e+01,1.630100000000000771e+00,3.531755795634800021e-02
1.500000000000000000e+01,1.708499999999999464e+00,3.362837343672749751e-02
1.600000000000000000e+01,1.779000000000000137e+00,3.338218087543112084e-02
1.700000000000000000e+01,1.859299999999999509e+00,3.523471441632526624e-02
1.800000000000000000e+01,1.916700000000000514e+00,3.675460651401400713e-02
1.900000000000000000e+01,1.971300000000000274e+00,3.686126829071403876e-02
2.000000000000000000e+01,2.053500000000000103e+00,3.810757798653699457e-02
2.100000000000000000e+01,2.135600000000001053e+00,4.039091977165164965e-02
2.200000000000000000e+01,2.188499999999999446e+00,4.037533281596574625e-02
2.300000000000000000e+01,2.238699999999999690e+00,4.232556083503207639e-02
2.400000000000000000e+01,2.319399999999999906e+00,4.336146215246899221e-02
2.500000000000000000e+01,2.375099999999999323e+00,4.266368361967821932e-02
2.600000000000000000e+01,2.444099999999999273e+00,4.491638787792269494e-02
2.700000000000000000e+01,2.524400000000000421e+00,4.603766284250319918e-02
2.800000000000000000e+01,2.560899999999999288e+00,4.972164418037681999e-02
2.900000000000000000e+01,2.600899999999999768e+00,5.109815945804700721e-02
3.000000000000000000e+01,2.654899999999999594e+00,5.266032567312890766e-02
3.100000000000000000e+01,2.715700000000000447e+00,5.410660865365709421e-02
3.200000000000000000e+01,2.777699999999999836e+00,5.259407856403608417e-02
3.300000000000000000e+01,2.822600000000000886e+00,5.219954405931147290e-02
3.400000000000000000e+01,2.879000000000000448e+00,5.292249049317312298e-02
3.500000000000000000e+01,2.922499999999998987e+00,5.439951746109518427e-02
3.600000000000000000e+01,2.971400000000000485e+00,5.585105549584538920e-02
3.700000000000000000e+01,2.991800000000000459e+00,5.683755448644847025e-02
3.800000000000000000e+01,3.036299999999999777e+00,5.751637245167673385e-02
3.900000000000000000e+01,3.074199999999998933e+00,6.006066599697342662e-02
4.000000000000000000e+01,3.109700000000000131e+00,6.002490399825725215e-02
4.100000000000000000e+01,3.177200000000000468e+00,6.203274619102398801e-02
4.200000000000000000e+01,3.219500000000000028e+00,6.335824729267688915e-02
4.300000000000000000e+01,3.242300000000001514e+00,6.535822136502797419e-02
4.400000000000000000e+01,3.279700000000001392e+00,6.818950872384989259e-02
4.500000000000000000e+01,3.302499999999999325e+00,6.907957368137122856e-02
4.600000000000000000e+01,3.357599999999998364e+00,6.893476916621973927e-02
4.700000000000000000e+01,3.410799999999997389e+00,7.357413676014144810e-02
4.800000000000000000e+01,3.437099999999999156e+00,7.151073975285110462e-02
4.900000000000000000e+01,3.501599999999999824e+00,7.318889533255711066e-02
5.000000000000000000e+01,3.556799999999999073e+00,7.705788473608655986e-02
5.100000000000000000e+01,3.590799999999998882e+00,7.920210603260495474e-02
5.200000000000000000e+01,3.648600000000000065e+00,7.956972037150815413e-02
5.300000000000000000e+01,3.725100000000000300e+00,8.382714297887050581e-02
5.400000000000000000e+01,3.735700000000000465e+00,8.465414992780920245e-02
5.500000000000000000e+01,3.767399999999998528e+00,7.981561501360497080e-02
5.600000000000000000e+01,3.828000000000001180e+00,8.053545802936738773e-02
5.700000000000000000e+01,3.858100000000001195e+00,8.122508171741042726e-02
5.800000000000000000e+01,3.885500000000001286e+00,8.434113764942943736e-02
5.900000000000000000e+01,3.928500000000001435e+00,8.654991334484397891e-02
6.000000000000000000e+01,3.956700000000000550e+00,8.806202984260580457e-02
6.100000000000000000e+01,3.996600000000002595e+00,8.771365002096308261e-02
6.200000000000000000e+01,4.071200000000000152e+00,9.060135539824998308e-02
6.300000000000000000e+01,4.126299999999997858e+00,9.346289691636996966e-02
6.400000000000000000e+01,4.170200000000000351e+00,9.903948505520412948e-02
6.500000000000000000e+01,4.223799999999998001e+00,1.003182715162098254e-01
6.600000000000000000e+01,4.242099999999999760e+00,1.007342340021504523e-01
6.700000000000000000e+01,4.302099999999998481e+00,1.028015851045109424e-01
6.800000000000000000e+01,4.319499999999999673e+00,1.054001304553272289e-01
6.900000000000000000e+01,4.360600000000000698e+00,1.065203098005258198e-01
7.000000000000000000e+01,4.410999999999999588e+00,1.139149243953574003e-01
7.100000000000000000e+01,4.457799999999997986e+00,1.193378883674417884e-01
7.200000000000000000e+01,4.468999999999999417e+00,1.175822690714888041e-01
7.300000000000000000e+01,4.456300000000001482e+00,1.127042727672735445e-01
7.400000000000000000e+01,4.494399999999999729e+00,1.170265200713068998e-01
7.500000000000000000e+01,4.518799999999999706e+00,1.187756102910021150e-01
7.600000000000000000e+01,4.494299999999999073e+00,1.161705001280445709e-01
7.700000000000000000e+01,4.541500000000000092e+00,1.194151895698365717e-01
7.800000000000000000e+01,4.537999999999999368e+00,1.235281344471776677e-01
7.900000000000000000e+01,4.580800000000000871e+00,1.233691760530157555e-01
8.000000000000000000e+01,4.620400000000000063e+00,1.225779686566880605e-01
8.100000000000000000e+01,4.647500000000000853e+00,1.228831457116882075e-01
8.200000000000000000e+01,4.673299999999999343e+00,1.262806442017144481e-01
8.300000000000000000e+01,4.673700000000000188e+00,1.271705669563519825e-01
8.400000000000000000e+01,4.730699999999999683e+00,1.270878637006697121e-01
8.500000000000000000e+01,4.788800000000001944e+00,1.285104104732375518e-01
8.600000000000000000e+01,4.793200000000000571e+00,1.302690968725890852e-01
8.700000000000000000e+01,4.799199999999997246e+00,1.307271723858509649e-01
8.800000000000000000e+01,4.818299999999999805e+00,1.289753507457917503e-01
8.900000000000000000e+01,4.885899999999999466e+00,1.313779353620690982e-01
9.000000000000000000e+01,4.881200000000001538e+00,1.233955655605175894e-01
9.100000000000000000e+01,4.956100000000001060e+00,1.202307693562675028e-01
9.200000000000000000e+01,4.998800000000002797e+00,1.257512051632110606e-01
9.300000000000000000e+01,5.027100000000000790e+00,1.273902111623965994e-01
9.400000000000000000e+01,5.072600000000001330e+00,1.295196988878525857e-01
9.500000000000000000e+01,5.096599999999999575e+00,1.320678780021848908e-01
9.600000000000000000e+01,5.110200000000001630e+00,1.349043349933574665e-01
9.700000000000000000e+01,5.146100000000001451e+00,1.414423483260935921e-01
9.800000000000000000e+01,5.164199999999998347e+00,1.436339221771792962e-01
9.900000000000000000e+01,5.204700000000001658e+00,1.452314328924699249e-01
1.000000000000000000e+02,5.206700000000000550e+00,1.444277712214655507e-01
1.010000000000000000e+02,5.222099999999996633e+00,1.435652670390718533e-01
1.020000000000000000e+02,5.239499999999996938e+00,1.469637625402942516e-01
1.030000000000000000e+02,5.226999999999998536e+00,1.486459888459827072e-01
1.040000000000000000e+02,5.258300000000000196e+00,1.451605356148839843e-01
1.050000000000000000e+02,5.273600000000000065e+00,1.475138990061614641e-01
1.060000000000000000e+02,5.335299999999998377e+00,1.488099092802626644e-01
1.070000000000000000e+02,5.347699999999999676e+00,1.469892414430389593e-01
