# kon = 0.100000
#              p = 0.900000
#              R = 1.000000
#              tmax  = 10000
#              teq = 0 
#              L  = 200
#              M  = 100
#              run time 1173.774429 seconds
#              columns: time,dx2,dx2_err
#              
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.777777777777772267e-02,1.594744454934147581e-03
2.000000000000000000e+00,5.588888888888881440e-02,1.805034112738080872e-03
3.000000000000000000e+00,6.716666666666658292e-02,1.992416176962589873e-03
4.000000000000000000e+00,7.794444444444433018e-02,2.210322304859186748e-03
5.000000000000000000e+00,8.622222222222208909e-02,2.360267823263042901e-03
6.000000000000000000e+00,9.416666666666655139e-02,2.653177689460669599e-03
7.000000000000000000e+00,1.033333333333332493e-01,2.704591432141796419e-03
8.000000000000000000e+00,1.121111111111110503e-01,2.855987861785597246e-03
9.000000000000000000e+00,1.165555555555554956e-01,2.735207126469831919e-03
1.000000000000000000e+01,1.204999999999999544e-01,2.647727886880175963e-03
1.100000000000000000e+01,1.278333333333333266e-01,3.050495810742579698e-03
1.200000000000000000e+01,1.333888888888888624e-01,3.231304250684827878e-03
1.300000000000000000e+01,1.382222222222222463e-01,3.239684483951417622e-03
1.400000000000000000e+01,1.421666666666666634e-01,3.256612456427388815e-03
1.500000000000000000e+01,1.488888888888889039e-01,3.333333333333333114e-03
1.600000000000000000e+01,1.547777777777777641e-01,3.837775204271156280e-03
1.700000000000000000e+01,1.579444444444444706e-01,3.880351740452097405e-03
1.800000000000000000e+01,1.638333333333333031e-01,3.883722759046506247e-03
1.900000000000000000e+01,1.712777777777777233e-01,4.173738443241573406e-03
2.000000000000000000e+01,1.751111111111110508e-01,4.448942168623130217e-03
2.100000000000000000e+01,1.772222222222222809e-01,4.202806234757151121e-03
2.200000000000000000e+01,1.787777777777777577e-01,4.585524728647423325e-03
2.300000000000000000e+01,1.823333333333333195e-01,4.692639363676998424e-03
2.400000000000000000e+01,1.880555555555554759e-01,4.674183760525520322e-03
2.500000000000000000e+01,1.896111111111110636e-01,4.871595043885004403e-03
2.600000000000000000e+01,1.952222222222221582e-01,4.758371440464909292e-03
2.700000000000000000e+01,1.999999999999999556e-01,4.965933328908121724e-03
2.800000000000000000e+01,2.053333333333333122e-01,4.896408358666057455e-03
2.900000000000000000e+01,2.071666666666665546e-01,4.897905195963064492e-03
3.000000000000000000e+01,2.091666666666665841e-01,5.165994579942955779e-03
3.100000000000000000e+01,2.185555555555554752e-01,5.058436297689017890e-03
3.200000000000000000e+01,2.196111111111109793e-01,5.088388500386365268e-03
3.300000000000000000e+01,2.225555555555554510e-01,5.014066632737428607e-03
3.400000000000000000e+01,2.238333333333332453e-01,4.971086152025953019e-03
3.500000000000000000e+01,2.258888888888888058e-01,5.060876320935187023e-03
3.600000000000000000e+01,2.278333333333333599e-01,5.321453783541709240e-03
3.700000000000000000e+01,2.346111111111110759e-01,5.611856386149366091e-03
3.800000000000000000e+01,2.371666666666664980e-01,5.587516398738607074e-03
3.900000000000000000e+01,2.415555555555554679e-01,5.652749795180536316e-03
4.000000000000000000e+01,2.437777777777777044e-01,5.684764129660662552e-03
4.100000000000000000e+01,2.473333333333333772e-01,5.450382249591921927e-03
