# kon = 0.100000
#              p = 0.900000
#              R = 1.000000
#              tmax  = 10000
#              L  = 200
#              M  = 100
#              run time 1483.365140 seconds
#              columns: time,dx2,dx2_err
#              
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.522222222222217564e-02,1.197270558446776514e-03
2.000000000000000000e+00,5.316666666666662600e-02,1.712796788736531319e-03
3.000000000000000000e+00,6.527777777777769852e-02,2.091096646543431827e-03
4.000000000000000000e+00,7.661111111111101879e-02,2.255712911861955730e-03
5.000000000000000000e+00,8.255555555555543767e-02,2.354428451521373231e-03
6.000000000000000000e+00,9.499999999999995948e-02,2.767202090091616315e-03
7.000000000000000000e+00,1.026666666666666006e-01,2.978814081699852380e-03
8.000000000000000000e+00,1.088333333333333236e-01,3.107234688176515724e-03
9.000000000000000000e+00,1.152777777777777291e-01,3.146990527903769427e-03
1.000000000000000000e+01,1.214999999999999830e-01,3.282628237883197624e-03
1.100000000000000000e+01,1.300555555555555076e-01,3.627820316238607699e-03
1.200000000000000000e+01,1.359444444444444233e-01,3.718866646681817829e-03
1.300000000000000000e+01,1.421111111111110770e-01,3.765650469280192557e-03
1.400000000000000000e+01,1.504999999999999671e-01,3.681866642792570258e-03
1.500000000000000000e+01,1.523333333333333484e-01,3.594560362204377718e-03
1.600000000000000000e+01,1.583888888888889401e-01,3.624756271074146882e-03
1.700000000000000000e+01,1.618333333333333013e-01,3.858336333092187050e-03
1.800000000000000000e+01,1.672222222222222165e-01,4.116737891121746359e-03
1.900000000000000000e+01,1.681666666666666310e-01,4.238896170082577172e-03
2.000000000000000000e+01,1.743888888888888988e-01,4.155834066721559444e-03
2.100000000000000000e+01,1.808888888888888768e-01,4.361249113173940907e-03
2.200000000000000000e+01,1.864444444444444959e-01,4.369733161330858172e-03
2.300000000000000000e+01,1.928888888888888875e-01,4.427105065306137857e-03
2.400000000000000000e+01,1.971666666666666845e-01,4.477994894102153324e-03
2.500000000000000000e+01,2.000555555555555975e-01,4.870860065509763706e-03
2.600000000000000000e+01,2.051111111111110219e-01,4.843017118988411814e-03
2.700000000000000000e+01,2.091111111111109977e-01,5.329582014046171587e-03
2.800000000000000000e+01,2.144444444444444375e-01,5.272219295163688493e-03
2.900000000000000000e+01,2.143333333333332924e-01,5.006280006768783555e-03
3.000000000000000000e+01,2.169999999999998597e-01,5.047196997429780584e-03
3.100000000000000000e+01,2.239999999999999492e-01,5.269221133908185903e-03
3.200000000000000000e+01,2.278333333333332211e-01,5.672924105012736549e-03
3.300000000000000000e+01,2.308888888888888380e-01,5.899529171420754038e-03
3.400000000000000000e+01,2.352777777777777801e-01,5.747449783368765650e-03
3.500000000000000000e+01,2.365555555555555467e-01,5.683623865713981899e-03
3.600000000000000000e+01,2.403333333333332322e-01,5.646817086631772224e-03
3.700000000000000000e+01,2.416666666666667240e-01,5.724918458635430696e-03
3.800000000000000000e+01,2.466666666666666452e-01,5.745099898131119862e-03
3.900000000000000000e+01,2.488333333333332953e-01,6.145004495272040311e-03
4.000000000000000000e+01,2.495555555555554750e-01,6.240884710945129518e-03
4.100000000000000000e+01,2.536111111111110650e-01,6.508482119985645013e-03
4.200000000000000000e+01,2.551111111111110108e-01,6.516683243324562433e-03
4.300000000000000000e+01,2.566111111111110676e-01,6.455782650432837118e-03
4.400000000000000000e+01,2.572777777777777164e-01,6.800823751848282528e-03
4.500000000000000000e+01,2.616666666666666030e-01,7.207463552748466680e-03
4.600000000000000000e+01,2.609999999999998987e-01,7.038684992223554100e-03
4.700000000000000000e+01,2.606111111111110157e-01,6.866493615223218279e-03
4.800000000000000000e+01,2.626666666666667149e-01,6.539094209936093319e-03
4.900000000000000000e+01,2.692222222222220851e-01,6.452303636858870706e-03
5.000000000000000000e+01,2.709444444444444877e-01,6.649911815993792170e-03
5.100000000000000000e+01,2.751111111111108620e-01,6.892687124951277396e-03
5.200000000000000000e+01,2.813888888888888551e-01,7.136834983397534297e-03
5.300000000000000000e+01,2.831666666666666221e-01,7.336890972053658477e-03
5.400000000000000000e+01,2.852222222222222103e-01,7.385011513987528239e-03
5.500000000000000000e+01,2.917222222222222161e-01,7.820318186826536594e-03
5.600000000000000000e+01,2.942222222222221073e-01,7.702781283807351442e-03
5.700000000000000000e+01,2.952777777777778057e-01,7.437133640733064113e-03
5.800000000000000000e+01,3.001666666666665817e-01,7.572063257481981453e-03
5.900000000000000000e+01,3.015555555555555767e-01,7.527759327570665224e-03
6.000000000000000000e+01,3.023888888888889293e-01,7.611822756673489350e-03
6.100000000000000000e+01,3.072777777777776498e-01,7.517344142911311713e-03
6.200000000000000000e+01,3.077777777777777612e-01,7.589385049666328049e-03
6.300000000000000000e+01,3.102777777777779855e-01,7.742927876376313676e-03
6.400000000000000000e+01,3.115000000000001101e-01,7.785018455063482008e-03
6.500000000000000000e+01,3.148888888888889404e-01,7.932539642837292682e-03
6.600000000000000000e+01,3.199999999999998401e-01,7.917397627073252328e-03
6.700000000000000000e+01,3.208888888888891122e-01,7.960597409184259204e-03
6.800000000000000000e+01,3.218888888888888355e-01,8.064868180288628854e-03
6.900000000000000000e+01,3.239444444444445903e-01,8.357629396892544971e-03
7.000000000000000000e+01,3.256111111111111844e-01,8.526246695706696591e-03
7.100000000000000000e+01,3.274444444444445379e-01,8.566306376628821107e-03
7.200000000000000000e+01,3.281111111111110756e-01,8.161873120767446435e-03
7.300000000000000000e+01,3.297222222222221388e-01,8.323837181979158034e-03
7.400000000000000000e+01,3.367222222222221450e-01,8.216925846712404974e-03
7.500000000000000000e+01,3.355555555555555514e-01,8.300304917796399312e-03
7.600000000000000000e+01,3.380000000000002447e-01,8.084705878125835257e-03
7.700000000000000000e+01,3.468333333333334378e-01,8.277313558944496275e-03
7.800000000000000000e+01,3.488888888888889150e-01,8.332592559667856974e-03
7.900000000000000000e+01,3.536111111111112648e-01,8.554608533445220292e-03
8.000000000000000000e+01,3.557222222222222729e-01,8.576257421394525501e-03
8.100000000000000000e+01,3.530000000000000360e-01,8.540542383100200793e-03
8.200000000000000000e+01,3.582222222222222197e-01,8.719383826910457463e-03
8.300000000000000000e+01,3.624444444444445690e-01,8.243261370640344796e-03
8.400000000000000000e+01,3.665000000000002145e-01,8.237394035362588171e-03
8.500000000000000000e+01,3.689999999999999392e-01,8.186551754531916358e-03
8.600000000000000000e+01,3.729444444444444673e-01,8.320603239645844168e-03
8.700000000000000000e+01,3.755555555555555869e-01,8.775667819545833123e-03
8.800000000000000000e+01,3.770555555555554217e-01,8.964144971034796253e-03
8.900000000000000000e+01,3.800555555555554799e-01,8.799584375706909212e-03
9.000000000000000000e+01,3.813888888888889994e-01,8.791260741901511105e-03
9.100000000000000000e+01,3.866111111111112386e-01,8.682000324212710979e-03
9.200000000000000000e+01,3.881666666666667709e-01,9.304404572268148294e-03
9.300000000000000000e+01,3.887222222222224133e-01,9.975418862457929511e-03
9.400000000000000000e+01,3.907222222222221375e-01,1.007136724936614179e-02
9.500000000000000000e+01,3.904444444444441498e-01,9.407798183776405754e-03
9.600000000000000000e+01,3.938333333333332020e-01,9.200743059096159332e-03
9.700000000000000000e+01,3.956111111111110246e-01,9.219977973247037509e-03
9.800000000000000000e+01,3.970555555555556060e-01,9.296705576057641418e-03
