# kon = 0.001000
#              p = 0.500000
#              R = 1.000000
#              tmax  = 10000
#              L  = 200
#              M  = 100
#              run time 681.517125 seconds
#              columns: time,dx2,dx2_err
#              
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.082999999999999574e-01,6.699335787971816107e-03
2.000000000000000000e+00,3.392999999999999905e-01,8.835445659388097006e-03
3.000000000000000000e+00,4.500000000000000111e-01,1.182116745503590180e-02
4.000000000000000000e+00,5.413000000000000034e-01,1.405322382942789453e-02
5.000000000000000000e+00,6.311999999999998723e-01,1.687677694348065083e-02
6.000000000000000000e+00,7.009999999999998455e-01,2.058664615715731158e-02
7.000000000000000000e+00,7.634999999999999565e-01,2.193963308717810159e-02
8.000000000000000000e+00,8.059999999999998277e-01,2.261194374661320422e-02
9.000000000000000000e+00,8.374999999999999112e-01,2.344925371946834924e-02
1.000000000000000000e+01,8.576999999999995739e-01,2.517612162347489593e-02
1.100000000000000000e+01,8.824999999999998401e-01,2.744171095248982770e-02
1.200000000000000000e+01,9.295999999999993157e-01,2.957766725081611286e-02
1.300000000000000000e+01,9.675000000000002487e-01,2.933304450615380893e-02
1.400000000000000000e+01,1.000999999999999446e+00,3.206353068518812133e-02
1.500000000000000000e+01,1.035199999999999898e+00,3.261824029588351881e-02
1.600000000000000000e+01,1.046999999999999931e+00,3.338098260986336469e-02
1.700000000000000000e+01,1.062799999999999967e+00,3.130817145730487722e-02
1.800000000000000000e+01,1.099499999999999700e+00,3.136698104695445632e-02
1.900000000000000000e+01,1.112200000000000077e+00,2.999852663048636556e-02
2.000000000000000000e+01,1.143900000000000583e+00,3.350190890083727668e-02
2.100000000000000000e+01,1.150399999999999867e+00,3.343558583306115856e-02
2.200000000000000000e+01,1.169100000000000028e+00,3.451379289501517456e-02
2.300000000000000000e+01,1.200099999999999723e+00,3.759614208931550544e-02
2.400000000000000000e+01,1.213199999999999834e+00,3.694208440248059055e-02
2.500000000000000000e+01,1.230800000000000116e+00,3.855559103424560652e-02
