0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.006999999999999895e-01
2.000000000000000000e+00,3.563999999999999391e-01
3.000000000000000000e+00,4.730000000000000315e-01
4.000000000000000000e+00,5.800999999999999490e-01
5.000000000000000000e+00,6.878999999999997339e-01
6.000000000000000000e+00,7.823999999999995403e-01
7.000000000000000000e+00,8.608999999999997765e-01
8.000000000000000000e+00,9.432999999999998053e-01
9.000000000000000000e+00,1.026200000000000001e+00
1.000000000000000000e+01,1.115400000000000613e+00
1.100000000000000000e+01,1.213100000000000067e+00
1.200000000000000000e+01,1.287300000000000111e+00
1.300000000000000000e+01,1.328999999999999959e+00
1.400000000000000000e+01,1.390399999999999858e+00
1.500000000000000000e+01,1.451399999999998913e+00
1.600000000000000000e+01,1.499200000000000532e+00
1.700000000000000000e+01,1.570700000000001095e+00
1.800000000000000000e+01,1.628699999999999370e+00
1.900000000000000000e+01,1.671699999999999964e+00
2.000000000000000000e+01,1.735300000000000065e+00
2.100000000000000000e+01,1.804100000000000259e+00
2.200000000000000000e+01,1.839199999999999280e+00
2.300000000000000000e+01,1.890299999999999647e+00
2.400000000000000000e+01,1.945800000000000418e+00
2.500000000000000000e+01,1.974099999999999300e+00
2.600000000000000000e+01,2.025800000000000267e+00
2.700000000000000000e+01,2.066500000000000004e+00
2.800000000000000000e+01,2.127799999999999692e+00
2.900000000000000000e+01,2.165100000000000691e+00
3.000000000000000000e+01,2.195399999999999796e+00
3.100000000000000000e+01,2.233399999999999608e+00
3.200000000000000000e+01,2.276700000000000390e+00
3.300000000000000000e+01,2.333699999999999886e+00
3.400000000000000000e+01,2.384399999999998965e+00
3.500000000000000000e+01,2.435400000000000009e+00
3.600000000000000000e+01,2.478799999999999226e+00
3.700000000000000000e+01,2.520000000000000018e+00
3.800000000000000000e+01,2.517199999999999882e+00
3.900000000000000000e+01,2.576400000000000023e+00
4.000000000000000000e+01,2.666400000000001214e+00
4.100000000000000000e+01,2.706500000000000128e+00
4.200000000000000000e+01,2.745499999999999385e+00
4.300000000000000000e+01,2.783400000000000318e+00
4.400000000000000000e+01,2.845099999999999962e+00
4.500000000000000000e+01,2.874600000000000488e+00
4.600000000000000000e+01,2.895199999999999108e+00
4.700000000000000000e+01,2.907599999999999518e+00
4.800000000000000000e+01,2.946299999999999475e+00
4.900000000000000000e+01,2.960599999999999454e+00
5.000000000000000000e+01,2.988299999999999734e+00
5.100000000000000000e+01,3.018899999999998585e+00
5.200000000000000000e+01,3.035999999999998700e+00
5.300000000000000000e+01,3.055400000000000116e+00
5.400000000000000000e+01,3.099300000000000832e+00
5.500000000000000000e+01,3.131699999999999484e+00
5.600000000000000000e+01,3.200299999999999923e+00
5.700000000000000000e+01,3.221899999999999320e+00
5.800000000000000000e+01,3.236300000000001731e+00
5.900000000000000000e+01,3.252899999999999014e+00
6.000000000000000000e+01,3.290300000000000669e+00
6.100000000000000000e+01,3.323599999999999444e+00
6.200000000000000000e+01,3.373899999999998123e+00
6.300000000000000000e+01,3.403499999999999748e+00
6.400000000000000000e+01,3.441399999999999793e+00
6.500000000000000000e+01,3.467800000000000438e+00
6.600000000000000000e+01,3.484199999999999964e+00
